"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소"
"스마일시니어복지센터","G6208","(노인) 재가노인복지시설","재가노인복지시설","자치구","박영권","1138000000","은평구","서울특별시 은평구 통일로 906 3층 (불광동 해피플러스1)"
"우리 데이케어센터","G6209","(노인) 재가노인복지시설","재가노인복지시설","자치구","정화","1132000000","도봉구","서울특별시 도봉구 도봉로163길10 4층 (도봉동)"
"삼원재가노인복지센터","G6210","(노인) 재가노인복지시설","재가노인복지시설","자치구","민소현","1144000000","마포구","서울특별시 마포구 마포대로16길 7 4층 (아현동)"
"복지세상 사회적협동조합 방문목욕센터","G6227","(노인) 재가노인복지시설","재가노인복지시설","자치구","노유환","1135000000","노원구","서울특별시 노원구 동일로 1127 3층 1호 (공릉동 공릉종합사회복지관)"
"한마음노인복지센터","G6229","(노인) 재가노인복지시설","재가노인복지시설","자치구","박시윤","1138000000","은평구","서울특별시 은평구 통일로 809 2층 (대조동)"
"드림방문요양센터","G6235","(노인) 재가노인복지시설","재가노인복지시설","자치구","이혜진","1135000000","노원구","서울특별시 노원구 동일로 1323 210호 (상계동 하라프라자)"
"'맘케어재가복지센터'","G6248","(노인) 재가노인복지시설","재가노인복지시설","자치구","이유나","1130500000","강북구","서울특별시 강북구 인수봉로77길27 1층 (수유동)"
"153데이케어센터","G6264","(노인) 재가노인복지시설","재가노인복지시설","자치구","최양례","1123000000","동대문구","서울특별시 동대문구 사가정로 6 3층 (답십리동 청계 G well estates)"
"만나데이케어센터","G6275","(노인) 재가노인복지시설","재가노인복지시설","자치구","이성규","1135000000","노원구","서울특별시 노원구 상계로27길 12 201호 (상계동 대원빌딩)"
"강북하루정요양원","G6287","(노인) 재가노인복지시설","재가노인복지시설","자치구","김순재","1130500000","강북구","서울특별시 강북구 삼양로 433 5층 (수유동)"
"에버그린데이케어센터","G6291","(노인) 재가노인복지시설","재가노인복지시설","자치구","김정임","1138000000","은평구","서울특별시 은평구 갈현로29길51 비동 01호 (갈현동 예성베르빌)"
"강서재활전문데이케어센터","G6293","(노인) 재가노인복지시설","재가노인복지시설","자치구","김동혁","1150000000","강서구","서울특별시 강서구 방화동로 115 3층 (방화동 원앙빌딩)"
"갓사랑노인재가복지센터","G6302","(노인) 재가노인복지시설","재가노인복지시설","자치구","이서영","1130500000","강북구","서울특별시 강북구 한천로123길 54-1 지층 (번동)"
"새희망노인복지센터","G6331","(노인) 재가노인복지시설","재가노인복지시설","자치구","서매자","1150000000","강서구","서울특별시 강서구 가로공원로80길 74 B102호 (화곡동)"
"늘사랑 요양복지센터","G6380","(노인) 재가노인복지시설","재가노인복지시설","자치구","조진영","1130500000","강북구","서울특별시 강북구 삼양로 470 2층 (수유동)"
"홍제천데이케어센터","G6445","(노인) 재가노인복지시설","재가노인복지시설","자치구","경기문","1141000000","서대문구","서울특별시 서대문구 모래내로 330 2층 (홍은동)"
"늘푸른돌봄센터 노원점","G6461","(노인) 재가노인복지시설","재가노인복지시설","자치구","장성원","1135000000","노원구","서울특별시 노원구 노원로 333 208호 (중계동 목련아파트상가)"
"나눔재활데이케어센터","G6476","(노인) 재가노인복지시설","재가노인복지시설","자치구","박형배","1162000000","관악구","서울특별시 관악구 난곡로 189 45층 (신림동)"
"행복 방문요양 복지센터","G6481","(노인) 재가노인복지시설","재가노인복지시설","자치구","이경준","1121500000","광진구","서울특별시 광진구 자양로 294 2층 (구의동)"
"예닮데이케어센터","G6492","(노인) 재가노인복지시설","재가노인복지시설","자치구","이순희","1130500000","강북구","서울특별시 강북구 한천로120길 3 2~3층 (번동)"
"사랑배달 재가노인복지센터","G6497","(노인) 재가노인복지시설","재가노인복지시설","자치구","강연숙","1174000000","강동구","서울특별시 강동구 양재대로 1522 204호 (길동)"
"재단법인 서울특별시 사회서비스원 마포종합재가센터","G6500","(노인) 재가노인복지시설","재가노인복지시설","자치구","전병학","1144000000","마포구","서울특별시 마포구 마포대로11길44-81 2층 (아현동 아현문화건강센터)"
"A 광진 데이케어센터","G6510","(노인) 재가노인복지시설","재가노인복지시설","자치구","차성환","1121500000","광진구","서울특별시 광진구 광나루로 562 3 4 5호 (구의동)"
"더사랑데이케어센터","G6538","(노인) 재가노인복지시설","재가노인복지시설","자치구","서교자","1121500000","광진구","서울특별시 광진구 아차산로 441 4층 (구의동)"
"정담 재활 주야간보호센터","G6572","(노인) 재가노인복지시설","재가노인복지시설","자치구","차지영","1114000000","중구","서울특별시 중구 다산로36길101 2층 (신당동)"
"선한손길재가요양센터","G6601","(노인) 재가노인복지시설","재가노인복지시설","자치구","박영금","1129000000","성북구","서울특별시 성북구 화랑로32가길 13 202호 (석관동)"
"우리재가방문요양센터","G6623","(노인) 재가노인복지시설","재가노인복지시설","자치구","정은숙","1130500000","강북구","서울특별시 강북구 도봉로68길 19-3 지하1층 1호 (미아동)"
"상록수재가복지센터","G6628","(노인) 재가노인복지시설","재가노인복지시설","자치구","심미화","1120000000","성동구","서울특별시 성동구 행당로 1 301호 (금호동1가)"
"부모사랑 노인복지센터","G6642","(노인) 재가노인복지시설","재가노인복지시설","자치구","현건수","1141000000","서대문구","서울특별시 서대문구 통일로 392 2층 (홍제동)"
"보문사랑데이케어센터","G6665","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍성지","1129000000","성북구","서울특별시 성북구 고려대로 28 B1층 (안암동2가 밀로바니)"
"엄마사랑 재가노인복지센터","G6725","(노인) 재가노인복지시설","재가노인복지시설","자치구","김수진","1159000000","동작구","서울특별시 동작구 남부순환로 2023 101호 (사당동)"
"아리아케어 방문요양 송파 잠실센터","G6734","(노인) 재가노인복지시설","재가노인복지시설","자치구","박덕미","1171000000","송파구","서울특별시 송파구 석촌호수로12길 22 2층 201호 (잠실동)"
"참사랑 재가복지센터","G6753","(노인) 재가노인복지시설","재가노인복지시설","자치구","강정구","1159000000","동작구","서울특별시 동작구 대림로 30 1층 (신대방동)"
"종암데이케어센터","G6755","(노인) 재가노인복지시설","재가노인복지시설","자치구","이상원","1129000000","성북구","서울특별시 성북구 종암로30길 50 1층 (종암동)"
"가자 재가방문요양센터","G6768","(노인) 재가노인복지시설","재가노인복지시설","자치구","이재문","1129000000","성북구","서울특별시 성북구 한천로99길 24-23 201호 (장위동)"
"99팔팔재가노인복지센터","G6775","(노인) 재가노인복지시설","재가노인복지시설","자치구","김혜경","1150000000","강서구","서울특별시 강서구 공항대로 426 812호 (화곡동)"
"강북THE행복한데이케어센터","G6805","(노인) 재가노인복지시설","재가노인복지시설","자치구","황연하","1130500000","강북구","서울특별시 강북구 삼양로77길 51 2층 (수유동 에덴빌딩)"
"송파아셀재활주간보호센터","G6835","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤동주","1171000000","송파구","서울특별시 송파구 가락로 209 2층 (송파동)"
"은평재가노인복지센터","G6866","(노인) 재가노인복지시설","재가노인복지시설","자치구","이재칠","1138000000","은평구","서울특별시 은평구 은평로 193 3층 301호 (녹번동)"
"'(A)'행복케어 방문요양","G6880","(노인) 재가노인복지시설","재가노인복지시설","자치구","김시현","1171000000","송파구","서울특별시 송파구 위례순환로 478 5층 501호 (장지동)"
"세곡데이케어센터","G6901","(노인) 재가노인복지시설","재가노인복지시설","자치구","김승훈","1168000000","강남구","서울특별시 강남구 헌릉로590길 68 (세곡동)"
"효?보살핌데이케어센터","G6920","(노인) 재가노인복지시설","재가노인복지시설","자치구","조광현","1162000000","관악구","서울특별시 관악구 은천로 51 4층 (봉천동)"
"가나안 재가복지센터","G6922","(노인) 재가노인복지시설","재가노인복지시설","자치구","정오순","1171000000","송파구","서울특별시 송파구 마천로51길 10 1층 (마천동)"
"나팔소리재가노인복지센터","G6928","(노인) 재가노인복지시설","재가노인복지시설","자치구","서희","1138000000","은평구","서울특별시 은평구 연서로37길29 1층 (불광동)"
"상도재가복지센터 본점","G6929","(노인) 재가노인복지시설","재가노인복지시설","자치구","최원이","1159000000","동작구","서울특별시 동작구 성대로 67 1층 (상도동)"
"A 정성재가노인복지센터","G6940","(노인) 재가노인복지시설","재가노인복지시설","자치구","노숙희","1138000000","은평구","서울특별시 은평구 갈현로3길 28 1층 (신사동)"
"강북제일재가복지센터","G6942","(노인) 재가노인복지시설","재가노인복지시설","자치구","임애진","1138000000","은평구","서울특별시 은평구 역말로 101 4층 (역촌동 토마스빌딩)"
"엔젤홈케어 동작","G6950","(노인) 재가노인복지시설","재가노인복지시설","자치구","박혜은","1159000000","동작구","서울특별시 동작구 여의대방로 198 지층 (대방동 남경빌딩)"
"선한이웃재가방문요양센터","G6957","(노인) 재가노인복지시설","재가노인복지시설","자치구","조윤아","1123000000","동대문구","서울특별시 동대문구 전농로 193-1 2층 (전농동)"
"The섬김 재가요양복지센터","G6972","(노인) 재가노인복지시설","재가노인복지시설","자치구","성현주","1129000000","성북구","서울특별시 성북구 장위로35길 34 202호 (장위동)"
"임마누엘 재가복지센터","G6978","(노인) 재가노인복지시설","재가노인복지시설","자치구","문철환","1147000000","양천구","서울특별시 양천구 화곡로10길 6 3층 (신월동)"
"가가호호 정가네 데이케어센터","G7002","(노인) 재가노인복지시설","재가노인복지시설","자치구","정정혜","1138000000","은평구","서울특별시 은평구 증산로 419 2층 (신사동 CJ빌딩)"
"성창주야간보호센터","G7015","(노인) 재가노인복지시설","재가노인복지시설","자치구","김용자","1123000000","동대문구","서울특별시 동대문구 한천로37길23 B동 4층 (답십리동 창승빌딩)"
"강일데이케어센터","G7024","(노인) 재가노인복지시설","재가노인복지시설","자치구","나용흠","1174000000","강동구","서울특별시 강동구 아리수로93길 33 7층 (강일동 베스트프라자)"
"120 재가복지센터","G7037","(노인) 재가노인복지시설","재가노인복지시설","자치구","김덕선","1123000000","동대문구","서울특별시 동대문구 답십리로48길 64 1층 (답십리동)"
"기억튼튼재활전문데이케어센터(강북점)","G7096","(노인) 재가노인복지시설","재가노인복지시설","자치구","한소은","1130500000","강북구","서울특별시 강북구 오현로 194 4층 (번동)"
"성모사랑데이케어센터","G7108","(노인) 재가노인복지시설","재가노인복지시설","자치구","한지윤","1132000000","도봉구","서울특별시 도봉구 마들로13길 165 5층 (창동 세영빌딩)"
"드림홈 재가장기요양복지센터","G7115","(노인) 재가노인복지시설","재가노인복지시설","자치구","형광우","1135000000","노원구","서울특별시 노원구 한글비석로 396 108동 2층 21호 (상계동 벽산아파트상가)"
"삼양제일재가노인복지센터","G7134","(노인) 재가노인복지시설","재가노인복지시설","자치구","한상순","1130500000","강북구","서울특별시 강북구 삼양로27길 35 지1층 (미아동)"
"소명 재가 노인복지시설 센터","G7135","(노인) 재가노인복지시설","재가노인복지시설","자치구","최수옥","1135000000","노원구","서울특별시 노원구 한글비석로 332 2층 209호 (중계동)"
"나눔플러스재가복지센터","G7147","(노인) 재가노인복지시설","재가노인복지시설","자치구","조명환","1130500000","강북구","서울특별시 강북구 인수봉로 166 101호 (수유동 더뷰빌딩)"
"서원재가노인복지센터","G7148","(노인) 재가노인복지시설","재가노인복지시설","자치구","조혜영","1132000000","도봉구","서울특별시 도봉구 마들로 684-9 204호 (도봉동 서원상가)"
"강동 어르신 방문요양센터","G7152","(노인) 재가노인복지시설","재가노인복지시설","자치구","정기창","1174000000","강동구","서울특별시 강동구 천호대로 1095 5층 502-1호 (천호동 현대코아아파트)"
"늘편한 재가노인복지센터","G7160","(노인) 재가노인복지시설","재가노인복지시설","자치구","정해월","1174000000","강동구","서울특별시 강동구 구천면로 318 3층 (천호동)"
"그린방문요양재가센터","G7190","(노인) 재가노인복지시설","재가노인복지시설","자치구","이영숙","1144000000","마포구","서울특별시 마포구 희우정로16길 46-15 지층 101호 (망원동)"
"효성실버데이케어센터","G7206","(노인) 재가노인복지시설","재가노인복지시설","자치구","문경희","1132000000","도봉구","서울특별시 도봉구 우이천로 357 2층 (쌍문동 양지파크빌)"
"가인재가복지센터","G7224","(노인) 재가노인복지시설","재가노인복지시설","자치구","김혜연","1135000000","노원구","서울특별시 노원구 상계로 90 604호 (상계동 마블러스2)"
"효재가복지센터","G7231","(노인) 재가노인복지시설","재가노인복지시설","자치구","김재성","1174000000","강동구","서울특별시 강동구 천호대로182길 35 2층 (둔촌동)"
"창동밀알데이케어센터","G7235","(노인) 재가노인복지시설","재가노인복지시설","자치구","함옥경","1132000000","도봉구","서울특별시 도봉구 마들로13길 175 3층 (창동)"
"초록숲데이케어센터","G7245","(노인) 재가노인복지시설","재가노인복지시설","자치구","전병학","1144000000","마포구","서울특별시 마포구 마포대로11길 44-81 B1층 (아현동)"
"리조이스재가방문센타","G7310","(노인) 재가노인복지시설","재가노인복지시설","자치구","문순남","1174000000","강동구","서울특별시 강동구 풍성로 194 1층 105호 (성내동)"
"사랑방재가방문요양센터","G7319","(노인) 재가노인복지시설","재가노인복지시설","자치구","김정민","1150000000","강서구","서울특별시 강서구 마곡동로10길 46 308호 (마곡동 마곡보타닉파크프라자)"
"엘스방문요양센터","G7324","(노인) 재가노인복지시설","재가노인복지시설","자치구","이미성","1171000000","송파구","서울특별시 송파구 백제고분로 63 4층 401호 (잠실동 위너스오피스텔1)"
"토탈방문간호 재가노인복지센터","G7325","(노인) 재가노인복지시설","재가노인복지시설","자치구","선우해반슬","1150000000","강서구","서울특별시 강서구 공항대로242 7층 722호 (마곡동 열림M타워II)"
"다솜재가복지센터","G7341","(노인) 재가노인복지시설","재가노인복지시설","자치구","한연동","1123000000","동대문구","서울특별시 동대문구 사가정로2길 106 (답십리동)"
"다솜재가노인복지센터","G7345","(노인) 재가노인복지시설","재가노인복지시설","자치구","김춘자","1171000000","송파구","서울특별시 송파구 오금로 58 8층 805호 (신천동 잠실 아이 스페이스)"
"A 효담라이프케어 강서데이케어센터","G7355","(노인) 재가노인복지시설","재가노인복지시설","자치구","임화복","1150000000","강서구","서울특별시 강서구 공항대로 220 3층 (마곡동 우성에스비타워Ⅱ)"
"다모아재가복지센터","G7357","(노인) 재가노인복지시설","재가노인복지시설","자치구","김효숙","1159000000","동작구","서울특별시 동작구 여의대방로36길 30 지층 (대방동)"
"평안방문복지센터","G7361","(노인) 재가노인복지시설","재가노인복지시설","자치구","안경자","1135000000","노원구","서울특별시 노원구 한글비석로 444 116117호 (상계동 교림노원프라자)"
"마포효사랑재가복지센터","G7364","(노인) 재가노인복지시설","재가노인복지시설","자치구","최지은","1144000000","마포구","서울특별시 마포구 희우정로12길39 2층 (망원동 두진빌딩)"
"참사랑재가노인복지센터","G7365","(노인) 재가노인복지시설","재가노인복지시설","자치구","김은자","1123000000","동대문구","서울특별시 동대문구 답십리로 74 1층 (전농동)"
"'실버랩'","G7376","(노인) 재가노인복지시설","재가노인복지시설","자치구","박순희","1123000000","동대문구","서울특별시 동대문구 한천로 452 지층 (이문동)"
"보람방문요양센터","G7384","(노인) 재가노인복지시설","재가노인복지시설","자치구","유수경","1171000000","송파구","서울특별시 송파구 송이로33길 8 1층 (문정동 포레스트)"
"실버벨재가복지센터","G7412","(노인) 재가노인복지시설","재가노인복지시설","자치구","최명식","1130500000","강북구","서울특별시 강북구 도봉로53길37 1층 (미아동)"
"더조은 방문요양센터","G7422","(노인) 재가노인복지시설","재가노인복지시설","자치구","박현미","1121500000","광진구","서울특별시 광진구 광나루로56길 63 216호 (구의동 현대프라임아파트 프라임프라자)"
"강북중앙복지센터","G7444","(노인) 재가노인복지시설","재가노인복지시설","자치구","안순자","1130500000","강북구","서울특별시 강북구 도봉로243 3층 (미아동)"
"해든데이케어센터","G7446","(노인) 재가노인복지시설","재가노인복지시설","자치구","권병성","1150000000","강서구","서울특별시 강서구 곰달래로170 2층 (화곡동)"
"나래케어재가방문요양센터","G7452","(노인) 재가노인복지시설","재가노인복지시설","자치구","조순열","1138000000","은평구","서울특별시 은평구 은평로16길6 2층 (응암동)"
"예가재가복지센터","G7453","(노인) 재가노인복지시설","재가노인복지시설","자치구","장영신","1138000000","은평구","서울특별시 은평구 연서로 261 2층 (불광동)"
"늘봄재가복지센터","G7454","(노인) 재가노인복지시설","재가노인복지시설","자치구","이정향","1138000000","은평구","서울특별시 은평구 은평로10길 7-12 1층 (응암동)"
"보은데이케어센터","G7461","(노인) 재가노인복지시설","재가노인복지시설","자치구","김태인","1123000000","동대문구","서울특별시 동대문구 한천로213 3층 (전농동)"
"성수더효데이케어센터","G7473","(노인) 재가노인복지시설","재가노인복지시설","자치구","배야곱","1120000000","성동구","서울특별시 성동구 성덕정길 149 3층 (성수동2가 영화빌딩)"
"혜윰재가","G7475","(노인) 재가노인복지시설","재가노인복지시설","자치구","이지혜","1144000000","마포구","서울특별시 마포구 신촌로12다길 10 지층 (노고산동)"
"더사랑재가복지센터","G7489","(노인) 재가노인복지시설","재가노인복지시설","자치구","이미영","1132000000","도봉구","서울특별시 도봉구 해등로 190 2층 215호 (쌍문동 신원주상복합2차아파트)"
"아리아케어 방문요양 성북 종암센터","G7513","(노인) 재가노인복지시설","재가노인복지시설","자치구","문정심","1129000000","성북구","서울특별시 성북구 월곡로7길1 1층 (종암동)"
"두드림노인복지센터","G7576","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍선희","1130500000","강북구","서울특별시 강북구 노해로117 (수유동 1층 우측)"
"성북구립 장위데이케어센터","G7583","(노인) 재가노인복지시설","재가노인복지시설","자치구","김주홍","1129000000","성북구","서울특별시 성북구 한천로708 2층 (장위동)"
"서광재가복지센터","G7594","(노인) 재가노인복지시설","재가노인복지시설","자치구","조길상","1138000000","은평구","서울특별시 은평구 연서로5길3 3층 (역촌동 덕우빌딩)"
"하나재가노인복지센터","G7600","(노인) 재가노인복지시설","재가노인복지시설","자치구","고시환","1159000000","동작구","서울특별시 동작구 상도로22길 11 3층 (상도동)"
"솔향주야간보호센터","G7634","(노인) 재가노인복지시설","재가노인복지시설","자치구","이규면","1135000000","노원구","서울특별시 노원구 한글비석로15길 27 6층 (중계동 월산빌딩)"
"우리집주야간보호센터","G7639","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤현승","1123000000","동대문구","서울특별시 동대문구 제기로 72 2층 (제기동)"
"(A )사랑나무방문요양센터","G7656","(노인) 재가노인복지시설","재가노인복지시설","자치구","최연옥","1130500000","강북구","서울특별시 강북구 삼각산로 79 (수유동 2층)"
"서초하늘데이케어센터","G7676","(노인) 재가노인복지시설","재가노인복지시설","자치구","한인숙","1165000000","서초구","서울특별시 서초구 서초대로 25 2층 (방배동 유일빌딩)"
"A 효담라이프케어 성북데이케어센터","G7739","(노인) 재가노인복지시설","재가노인복지시설","자치구","황진미","1129000000","성북구","서울특별시 성북구 화랑로 265 3층 (장위동)"
"담터재가복지센터","G7809","(노인) 재가노인복지시설","재가노인복지시설","자치구","조영진","1135000000","노원구","서울특별시 노원구 공릉로 154-13 B02호 (공릉동)"
"다은재가노인복지센터","G7817","(노인) 재가노인복지시설","재가노인복지시설","자치구","전희","1132000000","도봉구","서울특별시 도봉구 노해로 341 11층 1112호 (창동)"
"수락재가요양센터","G7841","(노인) 재가노인복지시설","재가노인복지시설","자치구","고정희","1135000000","노원구","서울특별시 노원구 동일로241나길 4 1층 102호 (상계동)"
"기억튼튼방문요양센터","G7850","(노인) 재가노인복지시설","재가노인복지시설","자치구","이길선","1132000000","도봉구","서울특별시 도봉구 덕릉로 264 2층 (창동)"
"고운복지센터","G7872","(노인) 재가노인복지시설","재가노인복지시설","자치구","김신호","1135000000","노원구","서울특별시 노원구 동일로227길 86 1606동 108호 (상계동 상계주공16단지아파트)"
"가가재가 노인복지센터","G7876","(노인) 재가노인복지시설","재가노인복지시설","자치구","이경란","1135000000","노원구","서울특별시 노원구 상계로9나길 6 1층 (상계동)"
"온마음데이케어센터","G7930","(노인) 재가노인복지시설","재가노인복지시설","자치구","장영신","1159000000","동작구","서울특별시 동작구 여의대방로22길132 45층 (신대방동)"
"강남노인복지센터","G7949","(노인) 재가노인복지시설","재가노인복지시설","자치구","한동인","1154500000","금천구","서울특별시 금천구 독산로 290 4층 (독산동)"
"수남 재가복지센터","G7951","(노인) 재가노인복지시설","재가노인복지시설","자치구","강석근","1135000000","노원구","서울특별시 노원구 한글비석로24라길 78 1층 (상계동)"
"은광재가복지센터","G7954","(노인) 재가노인복지시설","재가노인복지시설","자치구","조천희","1144000000","마포구","서울특별시 마포구 삼개로 35 (도화동 우성A상가 1층 11호)"
"동작시니어재가복지센터","G7983","(노인) 재가노인복지시설","재가노인복지시설","자치구","최영선","1159000000","동작구","서울특별시 동작구 만양로 19 상가동 141호 (노량진동)"
"(주)참좋은 실버복지센터","G8004","(노인) 재가노인복지시설","재가노인복지시설","자치구","강이규","1174000000","강동구","서울특별시 강동구 양재대로 1339 2층 207호 (성내동 삼오빌딩)"
"어르신돌봄재가방문요양센터","G8008","(노인) 재가노인복지시설","재가노인복지시설","자치구","전정아","1144000000","마포구","서울특별시 마포구 성암로11길 13 1층 (중동)"
"온누리 방문요양센터","G8012","(노인) 재가노인복지시설","재가노인복지시설","자치구","박영옥","1121500000","광진구","서울특별시 광진구 면목로 63-2 1층 (중곡동 정호빌딩)"
"기쁨방문요양센터","G8017","(노인) 재가노인복지시설","재가노인복지시설","자치구","오현주","1132000000","도봉구","서울특별시 도봉구 방학로 130-6 방학동 101호 (방학동 예체뜰안)"
"올리사랑 재가노인복지센터","G8022","(노인) 재가노인복지시설","재가노인복지시설","자치구","전아영","1168000000","강남구","서울특별시 강남구 언주로 703 5층 4호 (논현동)"
"드림데이케어센터","G8037","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤민자","1123000000","동대문구","서울특별시 동대문구 답십리로264 301호 (장안동)"
"돌곶이데이케어센터","G8044","(노인) 재가노인복지시설","재가노인복지시설","자치구","박태희","1129000000","성북구","서울특별시 성북구 화랑로30길 19 (석관동)"
"정성가득재가노인복지센터","G8103","(노인) 재가노인복지시설","재가노인복지시설","자치구","강양의","1147000000","양천구","서울특별시 양천구 오목로37길 20 지층 (신정동)"
"재단법인 서울특별시 사회서비스원(송파종합재가센터)","G8120","(노인) 재가노인복지시설","재가노인복지시설","자치구","이금희","1171000000","송파구","서울특별시 송파구 위례성대로 18 13층 1305호 (방이동 금복빌딩)"
"사랑드림재가복지센터","G8135","(노인) 재가노인복지시설","재가노인복지시설","자치구","장미숙","1120000000","성동구","서울특별시 성동구 독서당로 270 409-1호 (금호동4가 대우아파트상가)"
"참조은 데이케어센터","G8140","(노인) 재가노인복지시설","재가노인복지시설","자치구","김영훈","1150000000","강서구","서울특별시 강서구 양천로 31 3층 (방화동)"
"서울방문복지센터","G8142","(노인) 재가노인복지시설","재가노인복지시설","자치구","김현숙","1171000000","송파구","서울특별시 송파구 백제고분로 67 9층 901호 (잠실동 위너스오피스텔2)"
"홈앤널스방문간호센터","G8168","(노인) 재가노인복지시설","재가노인복지시설","자치구","김수현","1171000000","송파구","서울특별시 송파구 충민로 5 A동 3층 319호 (문정동 송파한화오벨리스크)"
"(A)비지팅엔젤스 금천시흥방문요양지점","G8193","(노인) 재가노인복지시설","재가노인복지시설","자치구","김종수","1154500000","금천구","서울특별시 금천구 은행나무로 6 2층 202호 (시흥동)"
"A 그린실버복지센터","G8215","(노인) 재가노인복지시설","재가노인복지시설","자치구","이송희","1129000000","성북구","서울특별시 성북구 화랑로 92 2층 (하월곡동)"
"더조은재가노인복지센타","G8224","(노인) 재가노인복지시설","재가노인복지시설","자치구","서영준","1171000000","송파구","서울특별시 송파구 송파대로28길 24 10층 1012호 (가락동 밀리아나2차)"
"재단법인 서울특별시 사회서비스원 강서구립 든든데이케어센터","G8266","(노인) 재가노인복지시설","재가노인복지시설","자치구","장진숙","1150000000","강서구","서울특별시 강서구 공항대로2가길 5 2층 3층 (공항동)"
"'(A)이레재가복지센터","G8272","(노인) 재가노인복지시설","재가노인복지시설","자치구","김연희","1135000000","노원구","서울특별시 노원구 한글비석로 474 2층 203호 (상계동)"
"효월드데이케어센터","G8277","(노인) 재가노인복지시설","재가노인복지시설","자치구","현나경","1153000000","구로구","서울특별시 구로구 경인로 584 2층 202호 (신도림동 신도림팰러티움)"
"창동노인통합재가센터","G8336","(노인) 재가노인복지시설","재가노인복지시설","자치구","정은수","1132000000","도봉구","서울특별시 도봉구 도봉로136가길 4 5층 503호 (창동 창동리더스빌딩)"
"아리아케어 방문요양 송파가락센터","G8379","(노인) 재가노인복지시설","재가노인복지시설","자치구","김노을","1171000000","송파구","서울특별시 송파구 송이로26길3 2층 202호 (가락동)"
"행복드림 재가노인복지센터","G8389","(노인) 재가노인복지시설","재가노인복지시설","자치구","김태정","1123000000","동대문구","서울특별시 동대문구 전농로17길 25 1층 (전농동)"
"가온실버노인재가센터","G8407","(노인) 재가노인복지시설","재가노인복지시설","자치구","조원형","1135000000","노원구","서울특별시 노원구 상계로9길 23 4층 (상계동)"
"재활앤데이케어센터","G8417","(노인) 재가노인복지시설","재가노인복지시설","자치구","최순종","1144000000","마포구","서울특별시 마포구 모래내로7길 62 4~5층 (성산동)"
"서울조은주간보호센터","G8422","(노인) 재가노인복지시설","재가노인복지시설","자치구","김영숙","1154500000","금천구","서울특별시 금천구 시흥대로152길 11-43 2층 (독산동)"
"아름드리데이케어센터","G8634","(노인) 재가노인복지시설","재가노인복지시설","자치구","백혜경","1171000000","송파구","서울특별시 송파구 백제고분로 237 45층 (삼전동)"
"온누리","I0164","(노인) 재가노인복지시설","재가노인복지시설","자치구","김성규","1162000000","관악구","서울특별시 관악구 관악로 2112층"
"굿피플복지센터","I0436","(노인) 재가노인복지시설","재가노인복지시설","자치구","나상아","1156000000","영등포구","서울특별시 영등포구 도림로 456101동 상가112호 (문래동3가 문래우정아파트)"
"서울인애노인복지센터","J1282","(노인) 재가노인복지시설","재가노인복지시설","자치구","김선옥","1121500000","광진구","서울특별시 광진구 능동로13길 94"
"소망방문요양복지센터","J1290","(노인) 재가노인복지시설","재가노인복지시설","자치구","조수아","1156000000","영등포구","서울특별시 영등포구 양평로30가길 19204동 307호(양평동6가 동양아파트상가)"
"축복재가장기요양기관","J1416","(노인) 재가노인복지시설","재가노인복지시설","자치구","김세호","1126000000","중랑구","서울특별시 중랑구 용마산로 3894층 (면목동)"
"동우요양원요양센터","J1827","(노인) 재가노인복지시설","재가노인복지시설","자치구","최금숙","1126000000","중랑구","서울특별시 중랑구 망우로 422원동빌딩 6층"
"반석데이케어센터","J1874","(노인) 재가노인복지시설","재가노인복지시설","자치구","진현주","1174000000","강동구","서울특별시 강동구 양재대로130길 11(명일1동)"
"사당데이케어센터","J1910","(노인) 재가노인복지시설","재가노인복지시설","자치구","최재경","1159000000","동작구","서울특별시 동작구 남부순환로 2081사당노인종합복지관 7층"
"대은가정봉사원파견센터","J2231","(노인) 재가노인복지시설","재가노인복지시설","자치구","차제근","1130500000","강북구","서울특별시 강북구 인수봉로60가길 32101 (수유동 대성아트빌)"
"남서울교회노인복지센터","J2256","(노인) 재가노인복지시설","재가노인복지시설","자치구","최성은","1156000000","영등포구","서울특별시 영등포구 신풍로16길 1401호 (신길동)"
"아비스노인복지센터","J2815","(노인) 재가노인복지시설","재가노인복지시설","자치구","양미숙","1168000000","강남구","서울특별시 강남구 선릉로 406 2층202호 "
"북부가정봉사원파견센터","J4292","(노인) 재가노인복지시설","재가노인복지시설","자치구","김승미","1135000000","노원구","서울특별시 노원구 한글비석로49길 63 (상계동)"
"'(A )'부모사랑복지센터","J4830","(노인) 재가노인복지시설","재가노인복지시설","자치구","김효제","1174000000","강동구","서울특별시 강동구 상암로 87-12층 (암사동)"
"은빛노인요양주야간보호","J5143","(노인) 재가노인복지시설","재가노인복지시설","자치구","박미선","1171000000","송파구","서울특별시 송파구 거마로 99"
"동서울노인복지센터","J6507","(노인) 재가노인복지시설","재가노인복지시설","자치구","최광자","1120000000","성동구","서울특별시 성동구 하왕십리동517번지 2호"
